,spot_id,name,price,description,picurl
0,2022000,广州博物馆,10,广州博物馆位于越秀公园内的越秀山上，馆址所在的镇海楼是广州的标志性建筑之一。最早是明洪武十三年（1380年），永嘉侯朱亮祖扩建广州城时所建。镇海楼共有五层，结构相似外形方正，所以广州人俗称为“五层楼”，新羊城八景“越秀新晖”就指的是这里，登楼眺望，羊城景色尽收眼底。馆内主要收藏和展示的是广州地方历史文物，常设展览为“广州历史陈列”展，可以了解很多关于广州的历史。,image/100e1f000001gt0qt4943_D_256_180.jpg
1,2022001,北京路步行街,0,北京路步行街地处市中心，它比起上下九步行街要来的小，但是它是广州城发源的伊始所在。上下九相当于北京的前门大栅栏，北京路步行街则更像是北京的王府井大街。来广州，你也可以把这里定位为探索这座城市的起点。它北起中山五路，南至惠福路，全程大约440米。这条象征着广州商业中心、呈南北走向的街道上，店铺鳞次栉比、来往人声鼎沸，似乎永远保持着蓬勃的活力，商场有比如广百百货及天河城百货等。这里的商业从10世纪广州城商业开始起昌盛并延续至今，无论你要买啥，这里基本都能找到。即便没有购物的意愿，来此走一走石板路，探访古街道的寻常巷陌，也是颇为有趣的事。这条“三朝古道”展示着宋朝的青灰砖、明清的黄砂岩石板以及红、黄砂岩和麻石板路面。此外，整条街道的“镇街之宝”莫过于安静的躺在钢化玻璃罩下的千年古道遗址。这也无疑为这条集古典氛围与商业中心于一身的北京路再添一抹亮色。另外，这里也不乏特色小吃，有墨鱼丸、鱿鱼、萝卜牛腩牛杂、棉花糖等等。但是吃东西相对而言还是上下九步行街更合适点，选择更多点。,image/100n0b00000057j3z0D52_D_256_180.jpg
2,2022002,珠江夜游天字码头,0,天字码头，俗称“广州第一码头”，位于广州市越秀区沿江中路及北京路交界，有渡轮渡过珠江来往对岸海珠区的纺织码头及中大码头，现除了用于渡江外，最大的用途是用于旅游观光，珠江夜游的船只大部分都在这里启航。在天字码头的游船有信息时报号、广东电台号、花城明珠号、珠水明珠号、珠江明珠号、翡翠号、天字一号、天字三号和银鸥游艇等，各船号的般行时间及收费都会有些不同。夕阳西下，行人渐少，置身在缓慢前行的珠江游船中，吹着沁人的拂面江风，看着两岸华灯初升以及渐渐环绕着璀璨夜色下的时尚建筑，如此迷人夜景彷如临入仙境，无论是热恋中的情人或是乐融融的家庭，都因此美景拉近彼此的距离，让人不禁在品味夜色下的广州间，深感人生的惬意。,image/10081f000001gqezl6DF9_D_256_180.jpg
3,2022003,中山大学,0,中山大学大部分的建筑物是红色系的，呈现一派古色古香的样子，很有味道。你可以游校园，走在林荫大道上，回忆青春校园时期，看中山先生的十字校训，感受学术氛围。中山大学一共有三个校区五个校园，通常游客会去参观的是南校区。南校区是以前的岭南大学，老房子很多，有很多甚至长满青苔，也有一些已经可以算残壁败瓦了，但校方丝毫没有拆的意思，因为他们见证着中大的成长及崛起。红色的老房子周围有郁郁葱葱的树木，大道完全被树荫覆盖，古朴与宁静结合的恰到好处。南校门是中山大学南校区的正门，从南门进校的话，首先可以看到主干道两边的参天大树，这些大树都有上百年历史了，走在林荫大道上，心情自有一种宁静。中山大学有名建筑都在主干道上，所以沿着主干道游览即可。走一小段路后，在梁球锯堂前可以看到小钟楼，小钟楼前有中山先生“博学、审问、慎思、明辨、笃行”十字校训，可拍照留念。然后就能看到一大片草坪了，主干道被一片草坪一分为二，这边的重点是怀士堂和西面的永芳堂。永芳堂前有18铜像，是近代对中国历史发生过重大影响的18位广东籍或跟广东有深刻渊源人物，可以去瞻仰下。回到主干道，继续往前就可以看到孙中山像和钟亭。钟亭东面有大钟楼，也是很有特色的建筑。再往前走就可以看到乙丑进士牌坊，乙丑进士牌坊由砂岩砌筑，石额刻“乙丑进士”四字，非常的古朴。然后经过容光堂和一片池塘，就到北门附近了。北校门前的广场面临珠江，视野开阔，非常的大气，这里还有个中大码头，可以坐船去对岸，在江边可以看到广州塔。当然，除了南门和北门，校区还有东西两门，都可以进入，没有特殊的讲究。西门和东门分别在地铁二号线的中大站和鹭江站旁边，南靠新港路，北临珠江。,image/100g1f000001gqwy64883_D_256_180.jpg
4,2022004,广州塔,0,广州塔是广州地标，包括发射天线在内，塔高达600米，为国内有名的高塔之一，可自上而下俯瞰广州美景。其头尾相当，腰身玲珑细长，又有“小蛮腰”的俗称。这里晚上会亮灯，即使不游塔，也可来此拍摄外观，用以留念。广州塔从下到上，分为A-E一共5个功能区，塔基部分也就是A区为介绍广州历史、文化、经济和旅游景点等展示功能，并设置旅游服务配套设施。塔冠部分也就是E区，设置餐饮、娱乐功能及观景平台。广州塔的娱乐项目有高空横向摩天轮、垂直速降极限项目“极速云霄”以及4D影院，除外其还有很多其它景点，比如488摄影观景平台、白云/星光观光大厅、科普游览厅、天梯等，大部分都是以观景摄影为主。广州的套票有很多种，可以根据个人的需要购买，当然如果想要体验摩天轮等项目，可以选择想应的套票，价格会比较合算。推荐3点半到达电视塔，然后排队安检买票，这样一般4点半-5点可以上到电视塔顶，就可以看日落的广州了，然后可以欣赏拍摄夜景，这样的行程安排基本可以看到白天、傍晚、夜晚的广州全景，比较全面。夏天去电视塔的话由于昼夜长短不同（夏天的夜景比较晚），往后推两小时即可，并且晚上7点-8点是电视塔人少的时候，错开人群也会比较舒服。珠江摄影观景平台：A区，位于2楼，观景平台占地广，依江而建，视野独特广阔，是拍摄城市中轴线的绝佳之处，也是与广州塔摄影留念的好地方，一般可以在此和塔拍照留念。3D及4D影院：B区，位于17楼至22楼，4D影院的感受非常立体，且椅子可以上下前后左右跟着剧情在相应情况摇摆，能保证观影效果和身临其境的逼真感受。天梯：C区，位于33楼至67楼，它是螺旋式空中云梯，带来如蜘蛛人般漫步高空的神奇体验，能从不同角度细细品味广州美景，一般完成项目全程（走完1096级阶梯）需45-60分钟。白云/星空观光大厅：E区，位于107、108楼，是广州塔室内观光的高点，白云星光观光门票指的就是这个观光大厅了，两个观光大厅分别以白云和星空为主题，在这，城市新中轴线和广阔珠江可以尽收眼底。每层都设有一处全透明钢化玻璃构造的“悬空走廊”，可凌空观景，观光层内还设置有世界空中邮局以及广州塔纪念品售卖专柜，你可选购各色各样的特色纪念品和寄送广州塔明信片，在高空邮寄出你对亲朋好友的祝福。科普游览厅：E区，位于109、110层，它为你揭秘600米的广州塔如何抵抗强风和避震，对科技及知识敢兴趣的可以看下。摩天轮：E区，位于塔顶455米高空处，是横向摩天轮。由16个透明水晶球舱组成，缓缓流转，在高处坐摩天轮，在很多小女生眼里是很浪漫的事情吧，很多人还在此求婚。450摄影观景平台：E区，坐落在塔顶450米高处，拥有开阔视角，日落时分的户外景色格外动人。488摄影观景平台：E区，位于塔巅的天线桅杆处，可360度无障碍俯瞰羊城全貌，占据城市之巅绝佳拍摄点，摄影爱好者可以来此可从不同角度拍摄广州美景，但是费用较贵，一般只有摄影发烧友会来。极速云霄：E区，位于塔顶455米-485米天线桅杆的超高空位置，2013年5月荣获吉尼斯世界纪录，于485米高空自由落体运动30米，如果爱挑战惊险项目，那一定不可错过。,image/100k1f000001guft92D03_D_256_180.jpg
5,2022005,460米摩天轮,0,广州塔是广州地标，包括发射天线在内，塔高达600米，为国内有名的高塔之一，可自上而下俯瞰广州美景。其头尾相当，腰身玲珑细长，又有“小蛮腰”的俗称。这里晚上会亮灯，即使不游塔，也可来此拍摄外观，用以留念。广州塔从下到上，分为A-E一共5个功能区，塔基部分也就是A区为介绍广州历史、文化、经济和旅游景点等展示功能，并设置旅游服务配套设施。塔冠部分也就是E区，设置餐饮、娱乐功能及观景平台。广州塔的娱乐项目有高空横向摩天轮、垂直速降极限项目“极速云霄”以及4D影院，除外其还有很多其它景点，比如488摄影观景平台、白云/星光观光大厅、科普游览厅、天梯等，大部分都是以观景摄影为主。广州的套票有很多种，可以根据个人的需要购买，当然如果想要体验摩天轮等项目，可以选择想应的套票，价格会比较合算。推荐3点半到达电视塔，然后排队安检买票，这样一般4点半-5点可以上到电视塔顶，就可以看日落的广州了，然后可以欣赏拍摄夜景，这样的行程安排基本可以看到白天、傍晚、夜晚的广州全景，比较全面。夏天去电视塔的话由于昼夜长短不同（夏天的夜景比较晚），往后推两小时即可，并且晚上7点-8点是电视塔人少的时候，错开人群也会比较舒服。珠江摄影观景平台：A区，位于2楼，观景平台占地广，依江而建，视野独特广阔，是拍摄城市中轴线的绝佳之处，也是与广州塔摄影留念的好地方，一般可以在此和塔拍照留念。3D及4D影院：B区，位于17楼至22楼，4D影院的感受非常立体，且椅子可以上下前后左右跟着剧情在相应情况摇摆，能保证观影效果和身临其境的逼真感受。天梯：C区，位于33楼至67楼，它是螺旋式空中云梯，带来如蜘蛛人般漫步高空的神奇体验，能从不同角度细细品味广州美景，一般完成项目全程（走完1096级阶梯）需45-60分钟。白云/星空观光大厅：E区，位于107、108楼，是广州塔室内观光的高点，白云星光观光门票指的就是这个观光大厅了，两个观光大厅分别以白云和星空为主题，在这，城市新中轴线和广阔珠江可以尽收眼底。每层都设有一处全透明钢化玻璃构造的“悬空走廊”，可凌空观景，观光层内还设置有世界空中邮局以及广州塔纪念品售卖专柜，你可选购各色各样的特色纪念品和寄送广州塔明信片，在高空邮寄出你对亲朋好友的祝福。科普游览厅：E区，位于109、110层，它为你揭秘600米的广州塔如何抵抗强风和避震，对科技及知识敢兴趣的可以看下。摩天轮：E区，位于塔顶455米高空处，是横向摩天轮。由16个透明水晶球舱组成，缓缓流转，在高处坐摩天轮，在很多小女生眼里是很浪漫的事情吧，很多人还在此求婚。450摄影观景平台：E区，坐落在塔顶450米高处，拥有开阔视角，日落时分的户外景色格外动人。488摄影观景平台：E区，位于塔巅的天线桅杆处，可360度无障碍俯瞰羊城全貌，占据城市之巅绝佳拍摄点，摄影爱好者可以来此可从不同角度拍摄广州美景，但是费用较贵，一般只有摄影发烧友会来。极速云霄：E区，位于塔顶455米-485米天线桅杆的超高空位置，2013年5月荣获吉尼斯世界纪录，于485米高空自由落体运动30米，如果爱挑战惊险项目，那一定不可错过。,image/100k1f000001guft92D03_D_256_180.jpg
6,2022006,陈家祠,10,陈家祠始建于清光绪十四年(1888年)，是广东地区保存较完整的富有代表性的清末民间建筑，可以看到非常有特色的雕塑。除外，里面还可以看到一些艺术展和图片展之类的，在老房子中体会文艺。陈家祠初建时，为本族各地读书人赴广州参加科举考试提供住处。它有着古老的建筑风格，充满了广州风情和岭南特色，由于它保存完整，对古建筑及历史感兴趣的一定要去看下，如果对这些都不感兴趣，也可以去看下安静的老房子。由入口进入祠堂，按折线形进行参观，观赏顺序依次为：正厅（双面镂空木雕大屏门）-月台（石雕栏杆、铁铸通花栏板）-中进聚贤堂（定期专题展览）-后进中厅（百年陈氏书院图片展）-后东斋（流光溢彩——粤绣艺术作品展）-前东厢（旧广州家居展）。主要是观赏陈家祠的特色雕塑，在陈家祠各厅堂、廊、院、门、窗、栏杆、屋脊、砖墙、梁架、神龛等处，随处可见木雕、石雕、砖雕、陶塑、灰塑等传统建筑装饰以及铁铸工艺，其造型生动，色彩丰富。除了雕塑外，彩绘也不容错过。几千幅彩绘，没有相同的风格，也没有哪两幅是相同的，全都是靠作者丰富的想象，值得细细品读。,image/CghzgVWwv8-ANp1bAC3MragzmGE383_D_256_180.jpg
7,2022007,荔湾湖公园,0,荔湾湖公园位旧址为荔枝湾，是广州城历史悠久的水乡名胜。明朝“荔湾渔唱”列为羊城八景之一。荔湾湖公园由小翠湖、玉翠湖、如意湖、五秀湖组成，八亭、八桥、四廊、三厅、一轩、一阁，散落在碧波绿树丛中，颇具园林建筑特色。荔湾湖公园离上下九不远，属于闹中取静，可以和上下九、西关大屋一起游览。,image/100u1a0000019rfwxB55F_D_256_180.jpg
8,2022008,广州长隆国际大马戏,350,广州非常出名的表演，大剧院拥有世界有名的森林实景式舞台布置，你可以看到实景式的森林、小山、溪流、小船。外加400多只训练有素的动物在一场马戏演出中同台演出，绝对耳目一新的奇妙体验。表演分为：动物表演、花车巡游、杂技（整台节目都是以杂技串联起来的），这里演员专业，服装华丽，加上可爱聪明的动物、超赞的灯光及舞台布置，绝对带你身临其境。,image/100f1f000001gqb2hB137_D_256_180.jpg
9,2022009,长隆野生动物世界,0,长隆野生动物世界以大规模野生动物种群放养和乘车观赏为特色，是电影《爸爸去哪儿》的拍摄地。在这里可以看到精彩的动物表演秀，如白虎表演等，很适合带孩子来玩，能简单了解动物习性。 园区主要分为两个区域：乘车区与步行区。到了景区门口有游园地图提供，可以结合景区的表演时间，提前规划好游玩路线。 乘车区倚山而建，可以乘坐的半开放式小火车深入到丛林和草原，全程约40分钟。这里有白虎种群散放区，除外还能看到成群的长颈鹿、斑马、羚羊，它们不再呆在笼子里，充满了活力。步行区，有全景玻璃的北极熊馆、“水中国宝”中华鲟，以及鳄鱼湖区、海龟等，还有“世界国宝区”，可以看到大熊猫、亚洲象及英国雪特兰矮马。除外，在步行区还可以看到很多精彩的动物表演，比如大象剧场、花果山剧场、长隆方舟剧场、河马剧场、白虎跳水等。具体时间及场地可查看官网。 带小朋友来的游客，除了看动物，还可以选择带孩子去“丛林发现”及“儿童天地”，在“丛林发现”，可以了解各种动物的饮食习惯和身体结构等科普知识。“儿童天地”则有各种游艺设备， 并且这些设备的造型全部都是依照动物来打造，卡通趣味十足。自2020年1月起，长隆野生动物世界更是推出全新神奇动物夜。与世界卓越视觉创作团队合作，历时一年半，打造乘空中缆车看多媒体户外灯光秀，以空中、陆地为背景，利用不同的灯光、互动模式，让游客体验 “星空童话”和“幻彩雨林”。项目路线全长102500米，采用灯光3277台、音响274台、全彩激光78台、全息纱幕854平米等等设备，并集中集合全世界夜游项目种类至多的互动技术。包含了体感互动、重力感应、彩色互动、声音互动、风压感应、激光互动等等，其中激光音乐谷是全世界至大的激光互动场景，共用了42台全彩激光设备。亦真亦幻，流光溢彩，不容错过。,image/350d1700000137j2902B1_D_256_180.jpg
